"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.693068220E-1,8.758256912E0,-1.264177084E0,1.790917516E0
8.713081550E-1,8.698400497E0,-1.336005330E0,1.743032098E0
8.733095210E-1,8.662486076E0,-1.350371003E0,1.716695070E0
8.753108540E-1,8.578686714E0,-1.431776285E0,1.680780888E0
8.773121870E-1,8.482915878E0,-1.491633177E0,1.632895470E0
8.793135530E-1,8.423058510E0,-1.539518714E0,1.618529797E0
8.813152190E-1,8.348835945E0,-1.587404251E0,1.594586968E0
8.833165520E-1,8.248276711E0,-1.647261024E0,1.577827096E0
8.853179180E-1,8.202785492E0,-1.666415215E0,1.587404251E0
8.873192510E-1,8.097437859E0,-1.733454943E0,1.553884387E0
8.893205840E-1,7.982511997E0,-1.793311834E0,1.534730196E0
8.913216170E-1,7.939415455E0,-1.812466025E0,1.517970204E0
8.953211830E-1,7.778998852E0,-1.893871427E0,1.503604531E0
8.973225490E-1,7.671256542E0,-1.908236980E0,1.501210332E0
8.993240150E-1,7.558725357E0,-1.932179809E0,1.496421814E0
9.013261480E-1,7.506051540E0,-1.941756845E0,1.498816013E0
9.033274810E-1,7.400703430E0,-1.963305354E0,1.508393168E0
9.053288140E-1,7.292961121E0,-1.987248063E0,1.544307232E0
9.073301470E-1,7.242681503E0,-2.004008055E0,1.529941559E0
9.093314800E-1,7.130150318E0,-1.994430900E0,1.549095750E0
9.113328130E-1,7.024802208E0,-1.984853864E0,1.558672905E0
9.133342460E-1,6.988888264E0,-1.975276709E0,1.551490068E0
9.153359460E-1,6.924242973E0,-1.932179809E0,1.544307232E0
9.173372790E-1,6.878751755E0,-1.920208454E0,1.532335877E0
9.193431120E-1,6.826077461E0,-1.857957244E0,1.508393168E0
9.213483780E-1,6.785374641E0,-1.822043180E0,1.474873304E0
9.233497110E-1,6.792557716E0,-1.810071707E0,1.448536277E0
9.253503110E-1,6.766220570E0,-1.771763325E0,1.415016413E0
9.273515770E-1,6.763826370E0,-1.766974807E0,1.388679385E0
