"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.124866120E-1,9.191620827E0,-6.105400920E-1,-5.959350109E0
7.144879780E-1,9.158101082E0,-6.129343510E-1,-5.985687256E0
7.164893110E-1,9.119792938E0,-6.153286099E-1,-5.995264053E0
7.184906440E-1,9.126976013E0,-6.177229285E-1,-6.014418125E0
7.204909770E-1,9.071907043E0,-6.057515144E-1,-6.047938347E0
7.224926430E-1,9.059935570E0,-5.842030644E-1,-6.088640690E0
7.244940430E-1,9.043175697E0,-5.722316504E-1,-6.088640690E0
7.264954430E-1,9.026415825E0,-5.482889414E-1,-6.098217964E0
7.284968430E-1,8.985713005E0,-5.363175869E-1,-6.122160912E0
7.324937090E-1,8.978530884E0,-4.860377908E-1,-6.155680656E0
7.344950420E-1,8.959376335E0,-4.453351200E-1,-6.153286457E0
7.364963750E-1,8.956981659E0,-4.189980924E-1,-6.136526108E0
7.384977080E-1,8.959376335E0,-3.902668059E-1,-6.119766235E0
7.404990410E-1,8.959376335E0,-3.759011328E-1,-6.126949310E0
7.425007070E-1,8.983319283E0,-3.399870098E-1,-6.100612164E0
7.445016730E-1,8.961771011E0,-3.328042030E-1,-6.119766235E0
7.465030060E-1,8.976136208E0,-3.208328187E-1,-6.098217964E0
7.485043720E-1,9.021627426E0,-2.633702159E-1,-6.069486618E0
7.505057050E-1,9.052753448E0,-2.561874092E-1,-6.069486618E0
7.525070380E-1,9.074301720E0,-2.346389294E-1,-6.050332546E0
7.545084040E-1,9.100638390E0,-2.130904645E-1,-6.019207001E0
7.565097370E-1,9.131764412E0,-2.106961906E-1,-5.997658253E0
7.585113700E-1,9.141341209E0,-1.987248063E-1,-6.021601200E0
7.605127360E-1,9.153312683E0,-1.556278616E-1,-6.009629726E0
7.625140690E-1,9.174860954E0,-1.364736706E-1,-5.995264053E0
7.645154020E-1,9.189227104E0,-1.292908341E-1,-5.985687256E0
7.665167680E-1,9.213169098E0,-1.149251908E-1,-5.990475655E0
7.685181010E-1,9.215563774E0,-1.149251908E-1,-6.000052452E0
7.705194340E-1,9.241900444E0,-9.098244458E-2,-6.016812801E0
7.725208000E-1,9.273026466E0,-7.661679387E-2,-6.016812801E0
7.745221330E-1,9.299363136E0,-9.577099234E-2,-6.028783798E0
7.765234660E-1,9.308940887E0,-9.098244458E-2,-6.023995399E0
7.785248320E-1,9.320911407E0,-1.029538140E-1,-6.040755272E0
7.805261650E-1,9.332882881E0,-8.140534163E-2,-6.023995399E0
7.825271980E-1,9.359220505E0,-7.422251999E-2,-6.021601200E0
7.845285640E-1,9.385557175E0,-5.267404765E-2,-6.057515144E0
7.865298970E-1,9.409500122E0,-4.309694469E-2,-6.055120945E0
7.885310300E-1,9.409500122E0,-3.112557158E-2,-6.064698219E0
7.905323960E-1,9.419076920E0,-2.633702382E-2,-6.062304020E0
7.925337290E-1,9.438231468E0,-1.675992459E-2,-6.059909344E0
7.945350620E-1,9.478934288E0,-7.182824425E-3,-6.059909344E0
7.965360950E-1,9.486116409E0,-2.394274808E-2,-6.035966873E0
7.985371610E-1,9.526819229E0,-1.197137404E-2,-6.031178474E0
8.005384940E-1,9.543579102E0,2.394274808E-3,-6.014418125E0
8.025398270E-1,9.572310448E0,0.000000000E0,-5.995264053E0
8.045411600E-1,9.641744614E0,9.577099234E-3,-5.976109982E0
8.065424930E-1,9.675264359E0,-2.394274808E-3,-5.961744308E0
8.085438260E-1,9.680052757E0,-3.112557158E-2,-5.961744308E0
8.105451590E-1,9.730332375E0,-1.915419847E-2,-5.949772835E0
8.125465250E-1,9.778218269E0,-1.197137404E-2,-5.933012962E0
8.145479910E-1,9.778218269E0,-9.577099234E-3,-5.904281616E0
8.165493240E-1,9.838075638E0,-5.746259540E-2,-5.899493217E0
8.185503900E-1,9.854835510E0,-5.746259540E-2,-5.899493217E0
8.205517230E-1,9.885960579E0,-8.858817071E-2,-5.887521744E0
8.225530560E-1,9.926663399E0,-1.125309169E-1,-5.913858891E0
8.245544220E-1,9.945817947E0,-1.436564922E-1,-5.904281616E0
8.265557550E-1,9.964971542E0,-1.699935049E-1,-5.909070015E0
8.285570880E-1,9.984126091E0,-2.106961906E-1,-5.923435688E0
8.305584540E-1,9.991309166E0,-2.154847383E-1,-5.925830364E0
8.325597870E-1,9.991309166E0,-2.561874092E-1,-5.916253090E0
8.345611200E-1,1.000567436E1,-2.681587934E-1,-5.906675816E0
8.365631860E-1,1.001764584E1,-2.897072434E-1,-5.899493217E0
8.385676190E-1,1.000088596E1,-3.160442710E-1,-5.904281616E0
8.405689520E-1,9.993702888E0,-3.328042030E-1,-5.894704342E0
8.425706180E-1,9.962577820E0,-3.591412306E-1,-5.904281616E0
8.445719510E-1,9.936240196E0,-4.022381604E-1,-5.885127544E0
8.465732840E-1,9.931451797E0,-4.142095447E-1,-5.882733345E0
8.485748500E-1,9.917086601E0,-4.333637357E-1,-5.885127544E0
8.505761830E-1,9.878777504E0,-4.525179267E-1,-5.875550270E0
8.525775160E-1,9.866806030E0,-4.573064744E-1,-5.875550270E0
8.545785820E-1,9.826104164E0,-4.740664065E-1,-5.880339146E0
8.565802480E-1,9.811738014E0,-4.573064744E-1,-5.877944469E0
8.585818480E-1,9.794978142E0,-4.860377908E-1,-5.880339146E0
8.605832140E-1,9.763853073E0,-4.716721475E-1,-5.863578796E0
8.625843470E-1,9.751881599E0,-4.764606953E-1,-5.851607800E0
8.645856800E-1,9.718361855E0,-4.812492430E-1,-5.861184597E0
8.665870460E-1,9.675264359E0,-4.668835998E-1,-5.868367672E0
8.685883790E-1,9.668081284E0,-4.644893110E-1,-5.875550270E0
8.705897120E-1,9.639349937E0,-4.668835998E-1,-5.849213123E0
8.725910450E-1,9.634561539E0,-4.740664065E-1,-5.827664852E0
8.745922450E-1,9.632167816E0,-4.812492430E-1,-5.813299179E0
8.765935780E-1,9.598648071E0,-4.860377908E-1,-5.822876453E0
8.785949110E-1,9.598648071E0,-5.004034638E-1,-5.794145107E0
8.805984440E-1,9.589070320E0,-4.860377908E-1,-5.801327705E0
8.825997100E-1,9.586676598E0,-4.908263385E-1,-5.753442287E0
8.846010430E-1,9.589070320E0,-4.692778587E-1,-5.717528343E0
8.866025090E-1,9.574705124E0,-4.836435020E-1,-5.710345268E0
8.886038750E-1,9.577098846E0,-4.836435020E-1,-5.686402798E0
8.906052080E-1,9.584281921E0,-4.908263385E-1,-5.688796997E0
8.926064410E-1,9.596253395E0,-5.195576549E-1,-5.660065651E0
8.946078070E-1,9.605830193E0,-5.411061049E-1,-5.657671452E0
8.966084400E-1,9.598648071E0,-5.506832004E-1,-5.664854050E0
9.006080390E-1,9.622590065E0,-5.698373914E-1,-5.636122704E0
9.026093720E-1,9.632167816E0,-5.770202279E-1,-5.612180233E0
9.046107050E-1,9.668081284E0,-5.865973234E-1,-5.602602959E0
