"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.865271050E-1,5.863578796E0,2.004008055E0,9.337671995E-1
7.885305380E-1,5.791750908E0,1.922602654E0,9.217957854E-1
7.905318710E-1,5.662459850E0,1.766974807E0,9.337671995E-1
7.925325040E-1,5.545140266E0,1.618529797E0,8.954587579E-1
7.945345370E-1,5.473312378E0,1.553884387E0,8.739103079E-1
7.965357370E-1,5.367964268E0,1.400650740E0,8.571503758E-1
7.985424370E-1,5.262616158E0,1.280937076E0,8.356019258E-1
8.005440030E-1,5.207547665E0,1.211503029E0,8.236305118E-1
8.025453360E-1,5.138113976E0,1.058269501E0,7.996878028E-1
8.045466690E-1,5.097411156E0,9.840469360E-1,7.877163887E-1
8.065480020E-1,5.049525738E0,8.092648983E-1,7.877163887E-1
8.085493680E-1,5.020794392E0,6.632141471E-1,7.925049663E-1
8.105507010E-1,5.020794392E0,5.794144869E-1,7.757450342E-1
8.125520340E-1,5.030371189E0,4.094209969E-1,7.805336118E-1
8.145533670E-1,5.085439682E0,2.513988614E-1,7.805336118E-1
8.165547330E-1,5.097411156E0,1.891477108E-1,7.877163887E-1
8.185560990E-1,5.164450645E0,7.182824612E-2,7.972934842E-1
8.205562990E-1,5.272192955E0,-3.112557158E-2,8.308133483E-1
8.225576650E-1,5.332049847E0,-8.619388938E-2,8.451790214E-1
8.245592650E-1,5.461340904E0,-1.939362586E-1,8.523618579E-1
8.265605650E-1,5.518803596E0,-2.346389294E-1,8.858816624E-1
8.285619310E-1,5.672037125E0,-3.280156553E-1,9.337671995E-1
8.305632310E-1,5.818087578E0,-3.854782581E-1,9.816526771E-1
8.325645640E-1,5.887521744E0,-4.070267081E-1,1.000806928E0
8.345659300E-1,6.004841328E0,-4.812492430E-1,1.087000728E0
8.365672630E-1,6.146103382E0,-5.339232683E-1,1.173194647E0
8.385686630E-1,6.210748672E0,-5.482889414E-1,1.197137356E0
8.405700290E-1,6.323279858E0,-6.081457734E-1,1.314456820E0
8.425713950E-1,6.457359314E0,-6.560313106E-1,1.383890867E0
8.445728950E-1,6.533976078E0,-6.895511150E-1,1.434170604E0
8.465742280E-1,6.677632332E0,-7.446194887E-1,1.510787368E0
8.505747940E-1,6.888328552E0,-8.044763207E-1,1.671203852E0
8.525761600E-1,7.075081825E0,-8.547561169E-1,1.723877907E0
8.545767930E-1,7.158881664E0,-8.691217303E-1,1.752609134E0
8.565781590E-1,7.321692467E0,-8.978530765E-1,1.812466025E0
8.605754920E-1,7.585062504E0,-9.505270720E-1,1.865140080E0
8.625768920E-1,7.798152924E0,-9.624984860E-1,1.901054144E0
8.645782580E-1,7.987300873E0,-9.960182905E-1,1.932179809E0
8.665796240E-1,8.097437859E0,-9.792584181E-1,1.941756845E0
8.685809900E-1,8.320104599E0,-1.005595446E0,1.932179809E0
8.705823560E-1,8.540378571E0,-1.017566800E0,1.939362645E0
8.725836890E-1,8.652909279E0,-1.003201127E0,1.951334000E0
8.745850550E-1,8.880365372E0,-1.012778282E0,1.941756845E0
8.765863880E-1,9.000079155E0,-1.015172482E0,1.944151163E0
8.785876880E-1,9.217958450E0,-1.005595446E0,1.924996972E0
8.805890540E-1,9.443019867E0,-1.000806928E0,1.922602654E0
8.825903870E-1,9.550762177E0,-1.003201127E0,1.920208454E0
8.845917530E-1,9.790189743E0,-9.888355136E-1,1.905842781E0
8.865931190E-1,9.962577820E0,-9.457385540E-1,1.874717116E0
8.885944520E-1,1.005356026E1,-9.098244309E-1,1.872322917E0
8.905958180E-1,1.024031353E1,-8.739103079E-1,1.834014535E0
8.925971840E-1,1.040551853E1,-8.212362528E-1,1.805283189E0
8.945985170E-1,1.047495270E1,-7.925049663E-1,1.798100352E0
8.965995830E-1,1.062818623E1,-7.374366522E-1,1.766974807E0
8.986009160E-1,1.070240879E1,-7.134938836E-1,1.747820616E0
9.006022490E-1,1.080296803E1,-6.368771195E-1,1.721483588E0
9.026035820E-1,1.092028713E1,-5.650488734E-1,1.675992370E0
9.046049480E-1,1.098014450E1,-5.123748183E-1,1.635289669E0
9.066063140E-1,1.106873226E1,-4.477293789E-1,1.606558442E0
9.086077140E-1,1.115253162E1,-3.543526828E-1,1.577827096E0
9.106090140E-1,1.117168617E1,-2.825244367E-1,1.561067224E0
9.126103470E-1,1.122196579E1,-2.154847383E-1,1.515576005E0
9.146117130E-1,1.126745701E1,-1.245022863E-1,1.494027495E0
9.166130460E-1,1.129139996E1,-7.182824612E-2,1.460507631E0
9.186143790E-1,1.128182316E1,4.309694469E-2,1.465296149E0
9.206157450E-1,1.129618835E1,1.221080124E-1,1.482056141E0
9.226170780E-1,1.128900528E1,1.939362586E-1,1.486844659E0
9.246184110E-1,1.129858303E1,3.232271075E-1,1.520364523E0
9.266197770E-1,1.127224541E1,3.615354896E-1,1.529941559E0
9.286211100E-1,1.125548553E1,4.692778587E-1,1.575432777E0
9.306224430E-1,1.121957207E1,5.937801600E-1,1.649655342E0
9.326238090E-1,1.119323444E1,6.392713785E-1,1.685569525E0
9.346258420E-1,1.117408085E1,7.398309112E-1,1.747820616E0
9.366271750E-1,1.110464668E1,8.188419938E-1,1.814860344E0
9.386285750E-1,1.108309841E1,8.858816624E-1,1.877111435E0
9.406299080E-1,1.105436707E1,9.409499764E-1,1.953728199E0
9.426312080E-1,1.102802944E1,9.912297726E-1,2.037527800E0
